second,Volt
-0.00050265,-18.94907083
-0.00050165,-21.61439753
-0.00050065,-23.12997545
-0.00049965,-19.10585475
-0.00049865,-17.27670898
-0.00049765,-16.85861851
-0.00049665,-17.0937944
-0.00049565,-17.27670898
-0.00049465,-16.85861851
-0.00049365,-16.44052805
-0.00049265,-16.67570394
-0.00049165,-16.67570394
-0.00049065,-15.91791497
-0.00048965,-16.51892001
-0.00048865,-16.17922151
-0.00048765,-16.02243759
-0.00048665,-16.02243759
-0.00048565,-16.02243759
-0.00048465,-16.02243759
-0.00048365,-16.02243759
-0.00048265,-14.92495012
-0.00048165,-15.18625666
-0.00048065,-15.08173405
-0.00047965,-15.18625666
-0.00047865,-14.92495012
-0.00047765,-14.7681662
-0.00047665,-14.50685966
-0.00047565,-14.16716116
-0.00047465,-13.93198527
-0.00047365,-13.7490707
-0.00047265,-13.51389481
-0.00047165,-13.51389481
-0.00047065,-13.33098023
-0.00046965,-13.33098023
-0.00046865,-12.91288977
-0.00046765,-12.49479931
-0.00046665,-12.67771389
-0.00046565,-12.41640735
-0.00046465,-11.84153296
-0.00046365,-11.84153296
-0.00046265,-11.65861838
-0.00046165,-11.58022642
-0.00046065,-11.24052792
-0.00045965,-11.4234425
-0.00045865,-10.58726157
-0.00045765,-10.7440455
-0.00045665,-10.82243746
-0.00045565,-10.58726157
-0.00045465,-10.16917111
-0.00045365,-9.98625653
-0.00045265,-9.90786457
-0.00045165,-9.98625653
-0.00045065,-9.48977411
-0.00044965,-9.48977411
-0.00044865,-9.48977411
-0.00044765,-8.91489972
-0.00044665,-8.81037711
-0.00044565,-8.91489972
-0.00044465,-8.49680926
-0.00044365,-7.81741226
-0.00044265,-8.49680926
-0.00044165,-8.0787188
-0.00044065,-7.81741226
-0.00043965,-7.39932179
-0.00043865,-7.39932179
-0.00043765,-7.24253787
-0.00043665,-7.24253787
-0.00043565,-6.98123133
-0.00043465,-6.98123133
-0.00043365,-6.71992479
-0.00043265,-6.64153283
-0.00043165,-6.56314087
-0.00043065,-6.40635695
-0.00042965,-5.72695994
-0.00042865,-5.80535191
-0.00042765,-5.57017602
-0.00042665,-5.30886948
-0.00042565,-5.15208556
-0.00042465,-5.57017602
-0.00042365,-4.89077902
-0.00042265,-4.96917098
-0.00042165,-5.15208556
-0.00042065,-4.47268856
-0.00041965,-4.55108052
-0.00041865,-3.89781417
-0.00041765,-4.31590463
-0.00041665,-3.63650763
-0.00041565,-3.71489959
-0.00041465,-3.89781417
-0.00041365,-3.55811567
-0.00041265,-3.29680913
-0.00041165,-3.29680913
-0.00041065,-2.8003267
-0.00040965,-3.06163324
-0.00040865,-2.30384428
-0.00040765,-2.38223624
-0.00040665,-2.22545232
-0.00040565,-2.22545232
-0.00040465,-1.80736186
-0.00040365,-2.22545232
-0.00040265,-1.80736186
-0.00040165,-1.38927139
-0.00040065,-1.54605532
-0.00039965,-1.46766336
-0.00039865,-0.97118093
-0.00039765,-1.04957289
-0.00039665,-0.55309047
-0.00039565,-0.55309047
-0.00039465,-0.70987439
-0.00039365,-0.29178393
-0.00039265,-0.21339197
-0.00039165,-0.29178393
-0.00039065,-0.13500001
-0.00038965,0.28309046
-0.00038865,0.43987438
-0.00038765,0.28309046
-0.00038665,0.85796484
-0.00038565,0.70118092
-0.00038465,0.70118092
-0.00038365,1.27605531
-0.00038265,1.27605531
-0.00038165,1.27605531
-0.00038065,1.53736185
-0.00037965,1.53736185
-0.00037865,2.11223623
-0.00037765,2.19062819
-0.00037665,2.11223623
-0.00037565,2.37354277
-0.00037465,2.60871866
-0.00037365,2.53032669
-0.00037265,2.79163323
-0.00037165,3.02680912
-0.00037065,3.36650762
-0.00036965,3.44489958
-0.00036865,3.36650762
-0.00036765,3.36650762
-0.00036665,3.78459808
-0.00036565,3.36650762
-0.00036465,4.04590462
-0.00036365,4.04590462
-0.00036265,4.46399508
-0.00036165,4.28108051
-0.00036065,4.88208555
-0.00035965,4.62077901
-0.00035865,4.62077901
-0.00035765,5.03886947
-0.00035665,4.88208555
-0.00035565,5.30017601
-0.00035465,5.71826647
-0.00035365,5.53535189
-0.00035265,5.71826647
-0.00035165,5.71826647
-0.00035065,6.37153282
-0.00034965,6.13635693
-0.00034865,6.37153282
-0.00034765,6.5544474
-0.00034665,6.37153282
-0.00034565,6.37153282
-0.00034465,6.71123132
-0.00034365,7.20771375
-0.00034265,7.39062832
-0.00034165,7.12932178
-0.00034065,7.12932178
-0.00033965,7.20771375
-0.00033865,7.62580421
-0.00033765,7.54741225
-0.00033665,8.04389467
-0.00033565,8.04389467
-0.00033465,8.38359317
-0.00033365,8.64489971
-0.00033265,8.64489971
-0.00033165,8.5403771
-0.00033065,8.80168363
-0.00032965,9.2197741
-0.00032865,9.48108064
-0.00032765,9.48108064
-0.00032665,9.48108064
-0.00032565,9.48108064
-0.00032465,10.05595502
-0.00032365,10.31726156
-0.00032265,9.8991711
-0.00032165,10.31726156
-0.00032065,10.31726156
-0.00031965,10.55243745
-0.00031865,10.73535202
-0.00031765,10.73535202
-0.00031665,10.73535202
-0.00031565,11.15344249
-0.00031465,11.38861837
-0.00031365,11.15344249
-0.00031265,11.38861837
-0.00031165,11.80670884
-0.00031065,11.80670884
-0.00030965,11.98962341
-0.00030865,12.40771388
-0.00030765,11.98962341
-0.00030665,12.14640734
-0.00030565,12.64288976
-0.00030465,12.82580434
-0.00030365,12.82580434
-0.00030265,13.06098022
-0.00030165,13.06098022
-0.00030065,13.47907069
-0.00029965,13.2438948
-0.00029865,13.47907069
-0.00029765,13.81876919
-0.00029665,13.81876919
-0.00029565,14.08007573
-0.00029465,14.31525161
-0.00029365,14.49816619
-0.00029265,14.49816619
-0.00029165,14.65495011
-0.00029065,14.65495011
-0.00028965,14.81173404
-0.00028865,14.91625665
-0.00028765,15.07304057
-0.00028665,15.07304057
-0.00028565,15.2298245
-0.00028465,15.33434711
-0.00028365,15.49113104
-0.00028265,15.569523
-0.00028165,15.64791496
-0.00028065,15.9092215
-0.00027965,15.98761346
-0.00027865,16.17052804
-0.00027765,16.17052804
-0.00027665,16.17052804
-0.00027565,16.06600542
-0.00027465,16.40570392
-0.00027365,16.40570392
-0.00027265,16.06600542
-0.00027165,16.32731196
-0.00027065,16.32731196
-0.00026965,16.40570392
-0.00026865,16.32731196
-0.00026765,16.74540243
-0.00026665,16.74540243
-0.00026565,16.5886185
-0.00026465,16.5886185
-0.00026365,16.5886185
-0.00026265,16.5886185
-0.00026165,16.40570392
-0.00026065,16.82379439
-0.00025965,16.82379439
-0.00025865,16.17052804
-0.00025765,16.74540243
-0.00025665,16.5886185
-0.00025565,16.17052804
-0.00025465,15.9092215
-0.00025365,16.32731196
-0.00025265,15.9092215
-0.00025165,16.5886185
-0.00025065,16.40570392
-0.00024965,16.17052804
-0.00024865,17.84288989
-0.00024765,21.50118144
-0.00024665,23.2780659
-0.00024565,19.67203566
-0.00024465,15.98761346
-0.00024365,16.17052804
-0.00024265,15.569523
-0.00024165,15.75243758
-0.00024065,15.49113104
-0.00023965,15.33434711
-0.00023865,15.569523
-0.00023765,15.569523
-0.00023665,15.07304057
-0.00023565,15.15143254
-0.00023465,14.65495011
-0.00023365,14.81173404
-0.00023265,14.73334207
-0.00023165,14.73334207
-0.00023065,14.49816619
-0.00022965,14.08007573
-0.00022865,14.08007573
-0.00022765,13.66198526
-0.00022665,13.40067872
-0.00022565,13.66198526
-0.00022465,13.47907069
-0.00022365,13.2438948
-0.00022265,13.06098022
-0.00022165,12.82580434
-0.00022065,12.40771388
-0.00021965,12.64288976
-0.00021865,11.98962341
-0.00021765,11.72831687
-0.00021665,11.80670884
-0.00021565,12.06801537
-0.00021465,11.15344249
-0.00021365,11.15344249
-0.00021265,10.89213595
-0.00021165,11.15344249
-0.00021065,10.73535202
-0.00020965,10.89213595
-0.00020865,10.55243745
-0.00020765,10.31726156
-0.00020665,10.13434698
-0.00020565,9.8991711
-0.00020465,10.13434698
-0.00020365,9.2197741
-0.00020265,9.63786456
-0.00020165,9.48108064
-0.00020065,9.06299017
-0.00019965,8.8800756
-0.00019865,8.64489971
-0.00019765,8.8800756
-0.00019665,8.38359317
-0.00019565,8.46198513
-0.00019465,8.38359317
-0.00019365,7.80871879
-0.00019265,7.62580421
-0.00019165,7.80871879
-0.00019065,7.54741225
-0.00018965,7.54741225
-0.00018865,6.97253786
-0.00018765,6.97253786
-0.00018665,6.97253786
-0.00018565,6.97253786
-0.00018465,6.71123132
-0.00018365,6.5544474
-0.00018265,6.37153282
-0.00018165,6.13635693
-0.00018065,6.2147489
-0.00017965,5.71826647
-0.00017865,5.71826647
-0.00017765,5.71826647
-0.00017665,5.37856797
-0.00017565,5.19565339
-0.00017465,5.11726143
-0.00017365,5.30017601
-0.00017265,5.30017601
-0.00017165,4.69917097
-0.00017065,4.46399508
-0.00016965,4.20268854
-0.00016865,4.20268854
-0.00016765,4.04590462
-0.00016665,3.78459808
-0.00016565,3.36650762
-0.00016465,3.36650762
-0.00016365,3.2097237
-0.00016265,3.44489958
-0.00016165,2.94841716
-0.00016065,3.02680912
-0.00015965,2.79163323
-0.00015865,2.53032669
-0.00015765,2.60871866
-0.00015665,1.95545231
-0.00015565,1.69414577
-0.00015465,1.95545231
-0.00015365,1.77253773
-0.00015265,1.53736185
-0.00015165,1.53736185
-0.00015065,1.85092969
-0.00014965,1.11927138
-0.00014865,1.11927138
-0.00014765,0.85796484
-0.00014665,1.11927138
-0.00014565,0.70118092
-0.00014465,0.70118092
-0.00014365,0.28309046
-0.00014265,0.10017588
-0.00014165,0.28309046
-0.00014065,-0.13500001
-0.00013965,-0.05660804
-0.00013865,-0.29178393
-0.00013765,-0.63148243
-0.00013665,-0.97118093
-0.00013565,-0.97118093
-0.00013465,-1.12796485
-0.00013365,-0.78826635
-0.00013265,-1.38927139
-0.00013165,-1.38927139
-0.00013065,-1.38927139
-0.00012965,-1.80736186
-0.00012865,-1.96414578
-0.00012765,-2.22545232
-0.00012665,-2.22545232
-0.00012565,-2.22545232
-0.00012465,-2.64354278
-0.00012365,-2.64354278
-0.00012265,-2.4606282
-0.00012165,-3.06163324
-0.00012065,-3.06163324
-0.00011965,-3.06163324
-0.00011865,-3.55811567
-0.00011765,-3.21841717
-0.00011665,-3.63650763
-0.00011565,-3.37520109
-0.00011465,-3.47972371
-0.00011365,-3.47972371
-0.00011265,-4.05459809
-0.00011165,-4.55108052
-0.00011065,-4.47268856
-0.00010965,-4.73399509
-0.00010865,-4.31590463
-0.00010765,-4.47268856
-0.00010665,-4.73399509
-0.00010565,-5.15208556
-0.00010465,-5.30886948
-0.00010365,-5.38726144
-0.00010265,-5.57017602
-0.00010165,-5.30886948
-0.00010065,-5.57017602
-9.965e-05,-5.57017602
-9.865e-05,-5.98826648
-9.765e-05,-6.40635695
-9.665e-05,-6.40635695
-9.565e-05,-6.40635695
-9.465e-05,-6.82444741
-9.365e-05,-6.40635695
-9.265e-05,-7.05962329
-9.165e-05,-6.82444741
-9.065e-05,-7.39932179
-8.965e-05,-7.24253787
-8.865e-05,-7.47771376
-8.765e-05,-7.66062833
-8.665e-05,-8.0787188
-8.565e-05,-8.0787188
-8.465e-05,-8.0787188
-8.365e-05,-8.0787188
-8.265e-05,-8.49680926
-8.165e-05,-8.49680926
-8.065e-05,-8.91489972
-7.965e-05,-8.23550272
-7.865e-05,-9.15007561
-7.765e-05,-9.33299018
-7.665e-05,-9.33299018
-7.565e-05,-9.56816607
-7.465e-05,-9.33299018
-7.365e-05,-9.56816607
-7.265e-05,-10.16917111
-7.165e-05,-10.16917111
-7.065e-05,-10.06464849
-6.965e-05,-10.32595503
-6.865e-05,-10.404347
-6.765e-05,-10.58726157
-6.665e-05,-10.58726157
-6.565e-05,-10.7440455
-6.465e-05,-11.16213596
-6.365e-05,-11.24052792
-6.265e-05,-11.4234425
-6.165e-05,-11.50183446
-6.065e-05,-11.65861838
-5.965e-05,-11.84153296
-5.865e-05,-11.84153296
-5.765e-05,-11.84153296
-5.665e-05,-12.07670885
-5.565e-05,-12.41640735
-5.465e-05,-12.91288977
-5.365e-05,-12.67771389
-5.265e-05,-12.67771389
-5.165e-05,-12.83449781
-5.065e-05,-13.09580435
-4.965e-05,-12.83449781
-4.865e-05,-13.51389481
-4.765e-05,-13.25258827
-4.665e-05,-13.51389481
-4.565e-05,-13.7490707
-4.465e-05,-13.93198527
-4.365e-05,-14.35007574
-4.265e-05,-14.0887692
-4.165e-05,-14.7681662
-4.065e-05,-14.7681662
-3.965e-05,-14.7681662
-3.865e-05,-15.00334208
-3.765e-05,-15.08173405
-3.665e-05,-15.34304059
-3.565e-05,-15.18625666
-3.465e-05,-15.60434712
-3.365e-05,-16.02243759
-3.265e-05,-15.34304059
-3.165e-05,-16.02243759
-3.065e-05,-16.02243759
-2.965e-05,-15.76113105
-2.865e-05,-16.17922151
-2.765e-05,-16.44052805
-2.665e-05,-16.44052805
-2.565e-05,-16.44052805
-2.465e-05,-16.85861851
-2.365e-05,-16.44052805
-2.265e-05,-16.67570394
-2.165e-05,-16.85861851
-2.065e-05,-17.01540244
-1.965e-05,-17.0937944
-1.865e-05,-17.35510094
-1.765e-05,-17.01540244
-1.665e-05,-17.27670898
-1.565e-05,-17.27670898
-1.465e-05,-17.59027682
-1.365e-05,-17.27670898
-1.265e-05,-17.17218636
-1.165e-05,-16.85861851
-1.065e-05,-17.69479944
-9.65e-06,-17.69479944
-8.65e-06,-17.4334929
-7.65e-06,-17.51188486
-6.65e-06,-17.27670898
-5.65e-06,-17.4334929
-4.65e-06,-17.27670898
-3.65e-06,-17.51188486
-2.65e-06,-17.27670898
-1.65e-06,-17.27670898
-6.5e-07,-17.27670898
3.5e-07,-17.0937944
1.35e-06,-17.27670898
2.35e-06,-18.76615625
3.35e-06,-22.03248799
4.35e-06,-22.71188499
5.35e-06,-18.76615625
6.35e-06,-17.01540244
7.35e-06,-16.67570394
8.35e-06,-17.0937944
9.35e-06,-16.85861851
1.035e-05,-16.67570394
1.135e-05,-16.85861851
1.235e-05,-16.44052805
1.335e-05,-16.59731197
1.435e-05,-16.17922151
1.535e-05,-16.17922151
1.635e-05,-15.83952301
1.735e-05,-16.25761347
1.835e-05,-15.76113105
1.935e-05,-15.83952301
2.035e-05,-15.60434712
2.135e-05,-15.60434712
2.235e-05,-15.42143255
2.335e-05,-15.42143255
2.435e-05,-15.18625666
2.535e-05,-15.42143255
2.635e-05,-14.84655816
2.735e-05,-14.92495012
2.835e-05,-14.35007574
2.935e-05,-14.35007574
3.035e-05,-14.16716116
3.135e-05,-13.93198527
3.235e-05,-13.67067873
3.335e-05,-13.51389481
3.435e-05,-13.33098023
3.535e-05,-13.09580435
3.635e-05,-12.91288977
3.735e-05,-12.67771389
3.835e-05,-12.91288977
3.935e-05,-12.25962342
4.035e-05,-12.25962342
4.135e-05,-12.07670885
4.235e-05,-11.91992492
4.335e-05,-11.65861838
4.435e-05,-11.24052792
4.535e-05,-10.90082942
4.635e-05,-11.00535204
4.735e-05,-11.00535204
4.835e-05,-11.00535204
4.935e-05,-10.32595503
5.035e-05,-10.16917111
5.135e-05,-10.32595503
5.235e-05,-10.06464849
5.335e-05,-9.56816607
5.435e-05,-9.33299018
5.535e-05,-9.33299018
5.635e-05,-9.48977411
5.735e-05,-8.65359318
5.835e-05,-8.73198514
5.935e-05,-8.49680926
6.035e-05,-8.23550272
6.135e-05,-8.23550272
6.235e-05,-7.97419618
6.335e-05,-7.89580422
6.435e-05,-7.39932179
6.535e-05,-7.66062833
6.635e-05,-7.66062833
6.735e-05,-7.66062833
6.835e-05,-7.05962329
6.935e-05,-7.24253787
7.035e-05,-6.40635695
7.135e-05,-6.64153283
7.235e-05,-6.14505041
7.335e-05,-6.64153283
7.435e-05,-5.98826648
7.535e-05,-5.98826648
7.635e-05,-5.80535191
7.735e-05,-5.57017602
7.835e-05,-5.38726144
7.935e-05,-5.57017602
8.035e-05,-5.15208556
8.135e-05,-5.15208556
8.235e-05,-4.89077902
8.335e-05,-4.73399509
8.435e-05,-4.55108052
8.535e-05,-4.62947248
8.635e-05,-4.21138202
8.735e-05,-3.79329155
8.835e-05,-4.39429659
8.935e-05,-3.89781417
9.035e-05,-3.89781417
9.135e-05,-3.55811567
9.235e-05,-3.06163324
9.335e-05,-3.06163324
9.435e-05,-3.06163324
9.535e-05,-3.06163324
9.635e-05,-2.8003267
9.735e-05,-2.4606282
9.835e-05,-2.22545232
9.935e-05,-2.22545232
0.00010035,-2.22545232
0.00010135,-1.80736186
0.00010235,-1.80736186
0.00010335,-1.80736186
0.00010435,-1.62444728
0.00010535,-1.20635682
0.00010635,-0.97118093
0.00010735,-0.78826635
0.00010835,-0.78826635
0.00010935,-0.63148243
0.00011035,-0.55309047
0.00011135,-0.37017589
0.00011235,-0.13500001
0.00011335,-0.13500001
0.00011435,0.10017588
0.00011535,0.28309046
0.00011635,0.51826634
0.00011735,0.17856784
0.00011835,1.11927138
0.00011935,0.70118092
0.00012035,0.85796484
0.00012135,0.85796484
0.00012235,1.27605531
0.00012335,1.53736185
0.00012435,1.53736185
0.00012535,1.95545231
0.00012635,1.69414577
0.00012735,1.95545231
0.00012835,2.37354277
0.00012935,2.60871866
0.00013035,2.79163323
0.00013135,3.02680912
0.00013235,2.79163323
0.00013335,3.2097237
0.00013435,3.02680912
0.00013535,3.2097237
0.00013635,3.44489958
0.00013735,3.36650762
0.00013835,3.62781416
0.00013935,3.86299004
0.00014035,3.36650762
0.00014135,4.20268854
0.00014235,4.46399508
0.00014335,4.28108051
0.00014435,4.69917097
0.00014535,5.11726143
0.00014635,5.03886947
0.00014735,4.69917097
0.00014835,5.30017601
0.00014935,5.30017601
0.00015035,5.71826647
0.00015135,5.79665843
0.00015235,5.45695993
0.00015335,5.95344236
0.00015435,5.95344236
0.00015535,6.03183432
0.00015635,6.37153282
0.00015735,6.13635693
0.00015835,6.5544474
0.00015935,6.78962328
0.00016035,6.71123132
0.00016135,7.12932178
0.00016235,7.20771375
0.00016335,7.28610571
0.00016435,7.54741225
0.00016535,7.54741225
0.00016635,7.80871879
0.00016735,7.96550271
0.00016835,7.96550271
0.00016935,8.22680925
0.00017035,8.56650775
0.00017135,8.46198513
0.00017235,8.22680925
0.00017335,8.64489971
0.00017435,8.64489971
0.00017535,9.2197741
0.00017635,9.2197741
0.00017735,9.48108064
0.00017835,9.48108064
0.00017935,9.8991711
0.00018035,10.13434698
0.00018135,10.05595502
0.00018235,10.13434698
0.00018335,10.31726156
0.00018435,10.47404549
0.00018535,10.73535202
0.00018635,10.31726156
0.00018735,10.97052791
0.00018835,11.15344249
0.00018935,10.97052791
0.00019035,11.04891987
0.00019135,11.57153295
0.00019235,11.38861837
0.00019335,11.57153295
0.00019435,11.98962341
0.00019535,11.98962341
0.00019635,12.2247993
0.00019735,12.14640734
0.00019835,12.5644978
0.00019935,12.5644978
0.00020035,12.82580434
0.00020135,12.82580434
0.00020235,12.82580434
0.00020335,13.2438948
0.00020435,13.2438948
0.00020535,13.66198526
0.00020635,13.66198526
0.00020735,13.89716115
0.00020835,13.66198526
0.00020935,13.89716115
0.00021035,14.23685965
0.00021135,14.23685965
0.00021235,14.49816619
0.00021335,14.49816619
0.00021435,14.65495011
0.00021535,14.65495011
0.00021635,15.07304057
0.00021735,14.91625665
0.00021835,15.33434711
0.00021935,15.569523
0.00022035,15.569523
0.00022135,15.49113104
0.00022235,15.569523
0.00022335,15.569523
0.00022435,15.64791496
0.00022535,15.9092215
0.00022635,15.75243758
0.00022735,16.40570392
0.00022835,16.5886185
0.00022935,16.17052804
0.00023035,16.5886185
0.00023135,16.06600542
0.00023235,16.32731196
0.00023335,16.32731196
0.00023435,16.40570392
0.00023535,16.48409589
0.00023635,16.24892
0.00023735,16.32731196
0.00023835,16.32731196
0.00023935,16.82379439
0.00024035,16.5886185
0.00024135,16.5886185
0.00024235,16.06600542
0.00024335,16.5886185
0.00024435,16.32731196
0.00024535,16.5886185
0.00024635,16.48409589
0.00024735,16.5886185
0.00024835,16.32731196
0.00024935,16.40570392
0.00025035,16.5886185
0.00025135,16.40570392
0.00025235,16.32731196
0.00025335,16.48409589
0.00025435,16.40570392
0.00025535,16.40570392
0.00025635,18.41776428
0.00025735,22.75545283
0.00025835,22.67706086
0.00025935,18.9142467
0.00026035,15.98761346
0.00026135,15.9092215
0.00026235,15.98761346
0.00026335,16.17052804
0.00026435,15.49113104
0.00026535,15.9092215
0.00026635,15.33434711
0.00026735,15.15143254
0.00026835,15.2298245
0.00026935,14.91625665
0.00027035,14.49816619
0.00027135,14.65495011
0.00027235,14.08007573
0.00027335,14.49816619
0.00027435,14.65495011
0.00027535,14.31525161
0.00027635,14.23685965
0.00027735,13.81876919
0.00027835,13.66198526
0.00027935,13.89716115
0.00028035,13.13937218
0.00028135,13.06098022
0.00028235,13.06098022
0.00028335,12.82580434
0.00028435,12.82580434
0.00028535,12.14640734
0.00028635,11.98962341
0.00028735,12.14640734
0.00028835,11.80670884
0.00028935,11.72831687
0.00029035,11.31022641
0.00029135,11.15344249
0.00029235,11.31022641
0.00029335,10.97052791
0.00029435,10.73535202
0.00029535,10.47404549
0.00029635,10.31726156
0.00029735,10.55243745
0.00029835,10.05595502
0.00029935,10.05595502
0.00030035,9.63786456
0.00030135,9.48108064
0.00030235,9.29816606
0.00030335,9.29816606
0.00030435,9.06299017
0.00030535,9.06299017
0.00030635,9.06299017
0.00030735,9.2197741
0.00030835,8.22680925
0.00030935,8.22680925
0.00031035,7.80871879
0.00031135,7.96550271
0.00031235,7.54741225
0.00031335,7.80871879
0.00031435,7.39062832
0.00031535,7.80871879
0.00031635,7.20771375
0.00031735,6.71123132
0.00031835,6.97253786
0.00031935,6.71123132
0.00032035,6.5544474
0.00032135,6.5544474
0.00032235,6.37153282
0.00032335,6.13635693
0.00032435,5.95344236
0.00032535,6.13635693
0.00032635,5.71826647
0.00032735,5.71826647
0.00032835,5.30017601
0.00032935,5.37856797
0.00033035,4.88208555
0.00033135,5.03886947
0.00033235,4.88208555
0.00033335,4.20268854
0.00033435,4.28108051
0.00033535,4.20268854
0.00033635,4.04590462
0.00033735,3.86299004
0.00033835,4.04590462
0.00033935,3.86299004
0.00034035,3.62781416
0.00034135,3.44489958
0.00034235,3.44489958
0.00034335,3.28811566
0.00034435,2.94841716
0.00034535,2.60871866
0.00034635,2.53032669
0.00034735,2.60871866
0.00034835,2.37354277
0.00034935,1.95545231
0.00035035,1.95545231
0.00035135,1.95545231
0.00035235,1.77253773
0.00035335,1.53736185
0.00035435,1.35444727
0.00035535,1.53736185
0.00035635,1.27605531
0.00035735,0.85796484
0.00035835,0.85796484
0.00035935,0.70118092
0.00036035,0.70118092
0.00036135,0.28309046
0.00036235,0.51826634
0.00036335,0.02178392
0.00036435,-0.13500001
0.00036535,0.10017588
0.00036635,-0.13500001
0.00036735,-0.29178393
0.00036835,-0.44856785
0.00036935,-0.97118093
0.00037035,-0.78826635
0.00037135,-1.20635682
0.00037235,-1.62444728
0.00037335,-1.20635682
0.00037435,-1.62444728
0.00037535,-1.80736186
0.00037635,-1.54605532
0.00037735,-2.38223624
0.00037835,-1.96414578
0.00037935,-2.22545232
0.00038035,-2.4606282
0.00038135,-2.64354278
0.00038235,-2.4606282
0.00038335,-2.8003267
0.00038435,-2.8003267
0.00038535,-3.06163324
0.00038635,-2.87871867
0.00038735,-3.29680913
0.00038835,-3.47972371
0.00038935,-3.21841717
0.00039035,-3.63650763
0.00039135,-4.05459809
0.00039235,-4.31590463
0.00039335,-3.89781417
0.00039435,-4.39429659
0.00039535,-4.73399509
0.00039635,-4.73399509
0.00039735,-5.15208556
0.00039835,-5.15208556
0.00039935,-5.15208556
0.00040035,-5.15208556
0.00040135,-5.38726144
0.00040235,-5.15208556
0.00040335,-5.57017602
0.00040435,-5.80535191
0.00040535,-5.98826648
0.00040635,-6.40635695
0.00040735,-6.40635695
0.00040835,-6.56314087
0.00040935,-6.82444741
0.00041035,-6.64153283
0.00041135,-7.05962329
0.00041235,-6.56314087
0.00041335,-6.82444741
0.00041435,-7.39932179
0.00041535,-7.24253787
0.00041635,-7.39932179
0.00041735,-7.81741226
0.00041835,-8.0787188
0.00041935,-8.0787188
0.00042035,-8.0787188
0.00042135,-8.23550272
0.00042235,-8.49680926
0.00042335,-8.65359318
0.00042435,-8.73198514
0.00042535,-9.15007561
0.00042635,-9.15007561
0.00042735,-9.07168365
0.00042835,-9.41138215
0.00042935,-9.48977411
0.00043035,-9.82947261
0.00043135,-9.48977411
0.00043235,-9.75108065
0.00043335,-10.16917111
0.00043435,-10.16917111
0.00043535,-10.58726157
0.00043635,-10.32595503
0.00043735,-10.48273896
0.00043835,-11.083744
0.00043935,-10.7440455
0.00044035,-11.00535204
0.00044135,-11.4234425
0.00044235,-11.24052792
0.00044335,-11.4234425
0.00044435,-11.4234425
0.00044535,-11.84153296
0.00044635,-12.41640735
0.00044735,-12.07670885
0.00044835,-12.25962342
0.00044935,-11.99831688
0.00045035,-12.67771389
0.00045135,-12.75610585
0.00045235,-13.09580435
0.00045335,-12.83449781
0.00045435,-13.51389481
0.00045535,-13.09580435
0.00045635,-13.51389481
0.00045735,-13.51389481
0.00045835,-13.67067873
0.00045935,-13.93198527
0.00046035,-14.0887692
0.00046135,-13.93198527
0.00046235,-14.35007574
0.00046335,-14.7681662
0.00046435,-14.0887692
0.00046535,-14.7681662
0.00046635,-14.7681662
0.00046735,-15.18625666
0.00046835,-15.60434712
0.00046935,-15.60434712
0.00047035,-15.18625666
0.00047135,-15.83952301
0.00047235,-15.60434712
0.00047335,-16.02243759
0.00047435,-16.02243759
0.00047535,-16.02243759
0.00047635,-16.02243759
0.00047735,-16.44052805
0.00047835,-16.02243759
0.00047935,-16.78022655
0.00048035,-16.85861851
0.00048135,-16.85861851
0.00048235,-17.27670898
0.00048335,-17.01540244
0.00048435,-17.0937944
0.00048535,-17.0937944
0.00048635,-17.0937944
0.00048735,-17.27670898
0.00048835,-17.27670898
0.00048935,-17.01540244
